date,value
2020-01-03 04:30:00,0.740876837
2020-01-03 04:45:00,0.735351966
2020-01-03 05:00:00,0.729789931
2020-01-03 05:15:00,0.724191608
2020-01-03 05:30:00,0.718557884
2020-01-03 05:45:00,0.712889646
2020-01-03 06:00:00,0.707187791
2020-01-03 06:15:00,0.701453218
2020-01-03 06:30:00,0.695686834
2020-01-03 06:45:00,0.689889548
2020-01-03 07:00:00,0.684062277
2020-01-03 07:15:00,0.67820594
2020-01-03 07:30:00,0.672321462
2020-01-03 07:45:00,0.666409773
2020-01-03 08:00:00,0.660471805
2020-01-03 08:15:00,0.654508497
2020-01-03 08:30:00,0.648520791
2020-01-03 08:45:00,0.642509632
2020-01-03 09:00:00,0.636475968
2020-01-03 09:15:00,0.630420753
2020-01-03 09:30:00,0.624344944
2020-01-03 09:45:00,0.618249499
2020-01-03 10:00:00,0.612135381
2020-01-03 10:15:00,0.606003555
2020-01-03 10:30:00,0.599854991
2020-01-03 10:45:00,0.593690658
2020-01-03 11:00:00,0.58751153
2020-01-03 11:15:00,0.581318583
2020-01-03 11:30:00,0.575112795
2020-01-03 11:45:00,0.568895146
2020-01-03 12:00:00,0.562666617
2020-01-03 12:15:00,0.556428193
2020-01-03 12:30:00,0.550180858
2020-01-03 12:45:00,0.543925599
2020-01-03 13:00:00,0.537663403
2020-01-03 13:15:00,0.53139526
2020-01-03 13:30:00,0.525122159
2020-01-03 13:45:00,0.518845092
2020-01-03 14:00:00,0.512565048
2020-01-03 14:15:00,0.50628302
2020-01-03 14:30:00,0.5
2020-01-03 14:45:00,0.49371698
2020-01-03 15:00:00,0.487434953
2020-01-03 15:15:00,0.481154909
2020-01-03 15:30:00,0.474877841
2020-01-03 15:45:00,0.468604741
2020-01-03 16:00:00,0.462336598
2020-01-03 16:15:00,0.456074402
2020-01-03 16:30:00,0.449819143
2020-01-03 16:45:00,0.443571808
2020-01-03 17:00:00,0.437333384
2020-01-03 17:15:00,0.431104855
2020-01-03 17:30:00,0.424887206
2020-01-03 17:45:00,0.418681418
2020-01-03 18:00:00,0.412488471
2020-01-03 18:15:00,0.406309343
2020-01-03 18:30:00,0.40014501
2020-01-03 18:45:00,0.393996445
2020-01-03 19:00:00,0.38786462
2020-01-03 19:15:00,0.381750502
2020-01-03 19:30:00,0.375655057
2020-01-03 19:45:00,0.369579247
2020-01-03 20:00:00,0.363524033
2020-01-03 20:15:00,0.357490369
2020-01-03 20:30:00,0.35147921
2020-01-03 20:45:00,0.345491503
2020-01-03 21:00:00,0.339528195
2020-01-03 21:15:00,0.333590228
2020-01-03 21:30:00,0.327678539
2020-01-03 21:45:00,0.321794061
2020-01-03 22:00:00,0.315937724
2020-01-03 22:15:00,0.310110453
2020-01-03 22:30:00,0.304313167
2020-01-03 22:45:00,0.298546782
2020-01-03 23:00:00,0.29281221
2020-01-03 23:15:00,0.287110355
2020-01-03 23:30:00,0.281442117
2020-01-03 23:45:00,0.275808392
2020-01-04 00:00:00,0.27021007
2020-01-04 00:15:00,0.264648034
2020-01-04 00:30:00,0.259123163
2020-01-04 00:45:00,0.25363633
2020-01-04 01:00:00,0.248188399
2020-01-04 01:15:00,0.242780233
2020-01-04 01:30:00,0.237412685
2020-01-04 01:45:00,0.232086603
2020-01-04 02:00:00,0.226802827
2020-01-04 02:15:00,0.221562192
2020-01-04 02:30:00,0.216365526
2020-01-04 02:45:00,0.211213649
2020-01-04 03:00:00,0.206107374
2020-01-04 03:15:00,0.201047509
2020-01-04 03:30:00,0.196034851
2020-01-04 03:45:00,0.191070194
2020-01-04 04:00:00,0.18615432
2020-01-04 04:15:00,0.181288005
2020-01-04 04:30:00,0.17647202
2020-01-04 04:45:00,0.171707122
2020-01-04 05:00:00,0.166994067
2020-01-04 05:15:00,0.162333596
2020-01-04 05:30:00,0.157726447
2020-01-04 05:45:00,0.153173347
2020-01-04 06:00:00,0.148675015
2020-01-04 06:15:00,0.144232162
2020-01-04 06:30:00,0.139845488
2020-01-04 06:45:00,0.135515687
2020-01-04 07:00:00,0.131243442
2020-01-04 07:15:00,0.127029428
2020-01-04 07:30:00,0.12287431
2020-01-04 07:45:00,0.118778745
2020-01-04 08:00:00,0.114743379
2020-01-04 08:15:00,0.11076885
2020-01-04 08:30:00,0.106855784
2020-01-04 08:45:00,0.103004801
2020-01-04 09:00:00,0.099216508
2020-01-04 09:15:00,0.095491503
2020-01-04 09:30:00,0.091830375
2020-01-04 09:45:00,0.088233701
2020-01-04 10:00:00,0.084702051
2020-01-04 10:15:00,0.08123598
2020-01-04 10:30:00,0.077836038
2020-01-04 10:45:00,0.074502759
2020-01-04 11:00:00,0.071236672
2020-01-04 11:15:00,0.068038292
2020-01-04 11:30:00,0.064908123
2020-01-04 11:45:00,0.06184666
2020-01-04 12:00:00,0.058854387
2020-01-04 12:15:00,0.055931776
2020-01-04 12:30:00,0.053079288
2020-01-04 12:45:00,0.050297374
2020-01-04 13:00:00,0.047586474
2020-01-04 13:15:00,0.044947015
2020-01-04 13:30:00,0.042379414
2020-01-04 13:45:00,0.039884077
2020-01-04 14:00:00,0.037461397
2020-01-04 14:15:00,0.035111757
2020-01-04 14:30:00,0.032835529
2020-01-04 14:45:00,0.030633071
2020-01-04 15:00:00,0.028504732
2020-01-04 15:15:00,0.026450848
2020-01-04 15:30:00,0.024471742
2020-01-04 15:45:00,0.022567728
2020-01-04 16:00:00,0.020739106
2020-01-04 16:15:00,0.018986164
2020-01-04 16:30:00,0.017309181
2020-01-04 16:45:00,0.01570842
2020-01-04 17:00:00,0.014184134
2020-01-04 17:15:00,0.012736564
2020-01-04 17:30:00,0.011365938
2020-01-04 17:45:00,0.010072474
2020-01-04 18:00:00,0.008856374
2020-01-04 18:15:00,0.007717833
2020-01-04 18:30:00,0.006657028
2020-01-04 18:45:00,0.005674128
2020-01-04 19:00:00,0.004769287
2020-01-04 19:15:00,0.00394265
2020-01-04 19:30:00,0.003194345
2020-01-04 19:45:00,0.002524492
2020-01-04 20:00:00,0.001933195
2020-01-04 20:15:00,0.00142055
2020-01-04 20:30:00,0.000986636
2020-01-04 20:45:00,0.000631522
2020-01-04 21:00:00,0.000355263
2020-01-04 21:15:00,0.000157906
2020-01-04 21:30:00,3.9478e-05
2020-01-04 21:45:00,0.0
2020-01-04 22:00:00,3.9478e-05
2020-01-04 22:15:00,0.000157906
2020-01-04 22:30:00,0.000355263
2020-01-04 22:45:00,0.000631522
2020-01-04 23:00:00,0.000986636
2020-01-04 23:15:00,0.00142055
2020-01-04 23:30:00,0.001933195
2020-01-04 23:45:00,0.002524492
2020-01-05 00:00:00,0.003194345
2020-01-05 00:15:00,0.00394265
2020-01-05 00:30:00,0.004769287
2020-01-05 00:45:00,0.005674128
2020-01-05 01:00:00,0.006657028
2020-01-05 01:15:00,0.007717833
2020-01-05 01:30:00,0.008856374
2020-01-05 01:45:00,0.010072474
2020-01-05 02:00:00,0.011365938
2020-01-05 02:15:00,0.012736564
2020-01-05 02:30:00,0.014184134
2020-01-05 02:45:00,0.01570842
2020-01-05 03:00:00,0.017309181
2020-01-05 03:15:00,0.018986164
2020-01-05 03:30:00,0.020739106
2020-01-05 03:45:00,0.022567728
2020-01-05 04:00:00,0.024471742
2020-01-05 04:15:00,0.026450848
2020-01-05 04:30:00,0.028504732
2020-01-05 04:45:00,0.030633071
2020-01-05 05:00:00,0.032835529
2020-01-05 05:15:00,0.035111757
2020-01-05 05:30:00,0.037461397
2020-01-05 05:45:00,0.039884077
2020-01-05 06:00:00,0.042379414
2020-01-05 06:15:00,0.044947015
2020-01-05 06:30:00,0.047586474
2020-01-05 06:45:00,0.050297374
2020-01-05 07:00:00,0.053079288
2020-01-05 07:15:00,0.055931776
2020-01-05 07:30:00,0.058854387
2020-01-05 07:45:00,0.06184666
2020-01-05 08:00:00,0.064908123
2020-01-05 08:15:00,0.068038292
2020-01-05 08:30:00,0.071236672
2020-01-05 08:45:00,0.074502759
2020-01-05 09:00:00,0.077836037
2020-01-05 09:15:00,0.08123598
2020-01-05 09:30:00,0.084702051
2020-01-05 09:45:00,0.088233701
2020-01-05 10:00:00,0.091830375
2020-01-05 10:15:00,0.095491503
2020-01-05 10:30:00,0.099216508
2020-01-05 10:45:00,0.103004801
2020-01-05 11:00:00,0.106855784
2020-01-05 11:15:00,0.110768849
2020-01-05 11:30:00,0.114743379
2020-01-05 11:45:00,0.118778745
2020-01-05 12:00:00,0.12287431
2020-01-05 12:15:00,0.127029427
2020-01-05 12:30:00,0.131243442
2020-01-05 12:45:00,0.135515686
2020-01-05 13:00:00,0.139845488
2020-01-05 13:15:00,0.144232162
2020-01-05 13:30:00,0.148675015
2020-01-05 13:45:00,0.153173347
2020-01-05 14:00:00,0.157726447
2020-01-05 14:15:00,0.162333596
2020-01-05 14:30:00,0.166994066
2020-01-05 14:45:00,0.171707122
2020-01-05 15:00:00,0.176472019
2020-01-05 15:15:00,0.181288005
2020-01-05 15:30:00,0.18615432
2020-01-05 15:45:00,0.191070194
2020-01-05 16:00:00,0.196034851
2020-01-05 16:15:00,0.201047509
2020-01-05 16:30:00,0.206107374
2020-01-05 16:45:00,0.211213648
2020-01-05 17:00:00,0.216365526
2020-01-05 17:15:00,0.221562192
2020-01-05 17:30:00,0.226802827
2020-01-05 17:45:00,0.232086603
2020-01-05 18:00:00,0.237412685
2020-01-05 18:15:00,0.242780233
2020-01-05 18:30:00,0.248188399
2020-01-05 18:45:00,0.253636329
2020-01-05 19:00:00,0.259123163
2020-01-05 19:15:00,0.264648034
2020-01-05 19:30:00,0.27021007
2020-01-05 19:45:00,0.275808392
2020-01-05 20:00:00,0.281442117
2020-01-05 20:15:00,0.287110354
2020-01-05 20:30:00,0.29281221
2020-01-05 20:45:00,0.298546782
2020-01-05 21:00:00,0.304313167
2020-01-05 21:15:00,0.310110452
2020-01-05 21:30:00,0.315937724
2020-01-05 21:45:00,0.321794061
2020-01-05 22:00:00,0.327678539
2020-01-05 22:15:00,0.333590228
2020-01-05 22:30:00,0.339528195
2020-01-05 22:45:00,0.345491503
2020-01-05 23:00:00,0.351479209
2020-01-05 23:15:00,0.357490369
2020-01-05 23:30:00,0.363524032
2020-01-05 23:45:00,0.369579247
2020-01-06 00:00:00,0.375655057
2020-01-06 00:15:00,0.381750502
2020-01-06 00:30:00,0.38786462
2020-01-06 00:45:00,0.393996445
2020-01-06 01:00:00,0.40014501
2020-01-06 01:15:00,0.406309343
2020-01-06 01:30:00,0.412488471
2020-01-06 01:45:00,0.418681418
2020-01-06 02:00:00,0.424887206
2020-01-06 02:15:00,0.431104855
2020-01-06 02:30:00,0.437333383
2020-01-06 02:45:00,0.443571808
2020-01-06 03:00:00,0.449819143
2020-01-06 03:15:00,0.456074402
2020-01-06 03:30:00,0.462336597
2020-01-06 03:45:00,0.46860474
2020-01-06 04:00:00,0.474877841
2020-01-06 04:15:00,0.481154909
2020-01-06 04:30:00,0.487434952
2020-01-06 04:45:00,0.49371698
2020-01-06 05:00:00,0.5
2020-01-06 05:15:00,0.50628302
2020-01-06 05:30:00,0.512565048
2020-01-06 05:45:00,0.518845091
2020-01-06 06:00:00,0.525122159
2020-01-06 06:15:00,0.53139526
2020-01-06 06:30:00,0.537663403
2020-01-06 06:45:00,0.543925598
2020-01-06 07:00:00,0.550180858
2020-01-06 07:15:00,0.556428193
2020-01-06 07:30:00,0.562666617
2020-01-06 07:45:00,0.568895146
2020-01-06 08:00:00,0.575112795
2020-01-06 08:15:00,0.581318583
2020-01-06 08:30:00,0.58751153
2020-01-06 08:45:00,0.593690657
2020-01-06 09:00:00,0.59985499
2020-01-06 09:15:00,0.606003555
2020-01-06 09:30:00,0.612135381
2020-01-06 09:45:00,0.618249499
2020-01-06 10:00:00,0.624344944
2020-01-06 10:15:00,0.630420753
2020-01-06 10:30:00,0.636475968
2020-01-06 10:45:00,0.642509631
2020-01-06 11:00:00,0.648520791
2020-01-06 11:15:00,0.654508497
2020-01-06 11:30:00,0.660471805
2020-01-06 11:45:00,0.666409772
2020-01-06 12:00:00,0.672321462
2020-01-06 12:15:00,0.67820594
2020-01-06 12:30:00,0.684062277
2020-01-06 12:45:00,0.689889548
2020-01-06 13:00:00,0.695686834
2020-01-06 13:15:00,0.701453218
2020-01-06 13:30:00,0.707187791
2020-01-06 13:45:00,0.712889646
2020-01-06 14:00:00,0.718557883
2020-01-06 14:15:00,0.724191608
2020-01-06 14:30:00,0.72978993
2020-01-06 14:45:00,0.735351966
2020-01-06 15:00:00,0.740876837
2020-01-06 15:15:00,0.746363671
2020-01-06 15:30:00,0.751811601
2020-01-06 15:45:00,0.757219767
2020-01-06 16:00:00,0.762587315
2020-01-06 16:15:00,0.767913398
2020-01-06 16:30:00,0.773197174
2020-01-06 16:45:00,0.778437808
2020-01-06 17:00:00,0.783634475
2020-01-06 17:15:00,0.788786352
2020-01-06 17:30:00,0.793892626
2020-01-06 17:45:00,0.798952492
2020-01-06 18:00:00,0.803965149
2020-01-06 18:15:00,0.808929807
2020-01-06 18:30:00,0.813845681
2020-01-06 18:45:00,0.818711995
2020-01-06 19:00:00,0.823527981
2020-01-06 19:15:00,0.828292878
2020-01-06 19:30:00,0.833005934
2020-01-06 19:45:00,0.837666404
2020-01-06 20:00:00,0.842273553
2020-01-06 20:15:00,0.846826653
2020-01-06 20:30:00,0.851324985
2020-01-06 20:45:00,0.855767839
2020-01-06 21:00:00,0.860154513
2020-01-06 21:15:00,0.864484314
2020-01-06 21:30:00,0.868756559
2020-01-06 21:45:00,0.872970573
2020-01-06 22:00:00,0.877125691
2020-01-06 22:15:00,0.881221256
2020-01-06 22:30:00,0.885256622
2020-01-06 22:45:00,0.889231151
2020-01-06 23:00:00,0.893144216
2020-01-06 23:15:00,0.8969952
2020-01-06 23:30:00,0.900783493
2020-01-06 23:45:00,0.904508497
2020-01-07 00:00:00,0.908169626
2020-01-07 00:15:00,0.911766299
2020-01-07 00:30:00,0.91529795
2020-01-07 00:45:00,0.91876402
2020-01-07 01:00:00,0.922163963
2020-01-07 01:15:00,0.925497241
2020-01-07 01:30:00,0.928763328
2020-01-07 01:45:00,0.931961709
2020-01-07 02:00:00,0.935091878
2020-01-07 02:15:00,0.93815334
2020-01-07 02:30:00,0.941145613
2020-01-07 02:45:00,0.944068225
2020-01-07 03:00:00,0.946920712
2020-01-07 03:15:00,0.949702626
2020-01-07 03:30:00,0.952413526
2020-01-07 03:45:00,0.955052986
2020-01-07 04:00:00,0.957620587
2020-01-07 04:15:00,0.960115924
2020-01-07 04:30:00,0.962538604
2020-01-07 04:45:00,0.964888243
2020-01-07 05:00:00,0.967164471
2020-01-07 05:15:00,0.969366929
2020-01-07 05:30:00,0.971495268
2020-01-07 05:45:00,0.973549153
2020-01-07 06:00:00,0.975528258
2020-01-07 06:15:00,0.977432273
2020-01-07 06:30:00,0.979260895
2020-01-07 06:45:00,0.981013836
2020-01-07 07:00:00,0.98269082
2020-01-07 07:15:00,0.984291581
2020-01-07 07:30:00,0.985815867
2020-01-07 07:45:00,0.987263437
2020-01-07 08:00:00,0.988634062
2020-01-07 08:15:00,0.989927526
2020-01-07 08:30:00,0.991143626
2020-01-07 08:45:00,0.992282167
2020-01-07 09:00:00,0.993342972
2020-01-07 09:15:00,0.994325873
2020-01-07 09:30:00,0.995230713
2020-01-07 09:45:00,0.996057351
2020-01-07 10:00:00,0.996805655
2020-01-07 10:15:00,0.997475509
2020-01-07 10:30:00,0.998066805
2020-01-07 10:45:00,0.99857945
2020-01-07 11:00:00,0.999013364
2020-01-07 11:15:00,0.999368479
2020-01-07 11:30:00,0.999644737
2020-01-07 11:45:00,0.999842095
2020-01-07 12:00:00,0.999960522
2020-01-07 12:15:00,1.0
2020-01-07 12:30:00,0.999960522
2020-01-07 12:45:00,0.999842095
2020-01-07 13:00:00,0.999644737
2020-01-07 13:15:00,0.999368479
2020-01-07 13:30:00,0.999013364
2020-01-07 13:45:00,0.99857945
2020-01-07 14:00:00,0.998066805
2020-01-07 14:15:00,0.997475509
2020-01-07 14:30:00,0.996805656
2020-01-07 14:45:00,0.996057351
2020-01-07 15:00:00,0.995230713
2020-01-07 15:15:00,0.994325873
2020-01-07 15:30:00,0.993342972
2020-01-07 15:45:00,0.992282168
2020-01-07 16:00:00,0.991143626
2020-01-07 16:15:00,0.989927526
2020-01-07 16:30:00,0.988634062
2020-01-07 16:45:00,0.987263437
2020-01-07 17:00:00,0.985815867
2020-01-07 17:15:00,0.984291581
2020-01-07 17:30:00,0.98269082
2020-01-07 17:45:00,0.981013836
2020-01-07 18:00:00,0.979260895
2020-01-07 18:15:00,0.977432273
2020-01-07 18:30:00,0.975528258
2020-01-07 18:45:00,0.973549153
2020-01-07 19:00:00,0.971495268
2020-01-07 19:15:00,0.969366929
2020-01-07 19:30:00,0.967164472
2020-01-07 19:45:00,0.964888243
2020-01-07 20:00:00,0.962538604
2020-01-07 20:15:00,0.960115924
2020-01-07 20:30:00,0.957620587
2020-01-07 20:45:00,0.955052986
2020-01-07 21:00:00,0.952413527
2020-01-07 21:15:00,0.949702626
2020-01-07 21:30:00,0.946920712
2020-01-07 21:45:00,0.944068225
2020-01-07 22:00:00,0.941145614
2020-01-07 22:15:00,0.93815334
2020-01-07 22:30:00,0.935091878
2020-01-07 22:45:00,0.931961709
2020-01-07 23:00:00,0.928763328
2020-01-07 23:15:00,0.925497241
2020-01-07 23:30:00,0.922163963
2020-01-07 23:45:00,0.91876402
2020-01-08 00:00:00,0.91529795
2020-01-08 00:15:00,0.911766299
2020-01-08 00:30:00,0.908169626
2020-01-08 00:45:00,0.904508498
2020-01-08 01:00:00,0.900783493
2020-01-08 01:15:00,0.8969952
2020-01-08 01:30:00,0.893144216
2020-01-08 01:45:00,0.889231151
2020-01-08 02:00:00,0.885256622
2020-01-08 02:15:00,0.881221256
2020-01-08 02:30:00,0.877125691
2020-01-08 02:45:00,0.872970573
2020-01-08 03:00:00,0.868756559
2020-01-08 03:15:00,0.864484314
2020-01-08 03:30:00,0.860154513
2020-01-08 03:45:00,0.855767839
2020-01-08 04:00:00,0.851324985
2020-01-08 04:15:00,0.846826653
2020-01-08 04:30:00,0.842273553
2020-01-08 04:45:00,0.837666404
2020-01-08 05:00:00,0.833005934
2020-01-08 05:15:00,0.828292878
2020-01-08 05:30:00,0.823527981
2020-01-08 05:45:00,0.818711995
2020-01-08 06:00:00,0.813845681
2020-01-08 06:15:00,0.808929807
2020-01-08 06:30:00,0.803965149
2020-01-08 06:45:00,0.798952492
2020-01-08 07:00:00,0.793892626
2020-01-08 07:15:00,0.788786352
2020-01-08 07:30:00,0.783634475
2020-01-08 07:45:00,0.778437809
2020-01-08 08:00:00,0.773197174
2020-01-08 08:15:00,0.767913398
2020-01-08 08:30:00,0.762587315
2020-01-08 08:45:00,0.757219767
2020-01-08 09:00:00,0.751811601
2020-01-08 09:15:00,0.746363671
2020-01-08 09:30:00,0.740876837
2020-01-08 09:45:00,0.735351966
2020-01-08 10:00:00,0.729789931
2020-01-08 10:15:00,0.724191608
2020-01-08 10:30:00,0.718557884
2020-01-08 10:45:00,0.712889646
2020-01-08 11:00:00,0.707187791
2020-01-08 11:15:00,0.701453218
2020-01-08 11:30:00,0.695686834
2020-01-08 11:45:00,0.689889548
2020-01-08 12:00:00,0.684062277
2020-01-08 12:15:00,0.67820594
2020-01-08 12:30:00,0.672321462
2020-01-08 12:45:00,0.666409773
2020-01-08 13:00:00,0.660471805
2020-01-08 13:15:00,0.654508498
2020-01-08 13:30:00,0.648520791
2020-01-08 13:45:00,0.642509632
2020-01-08 14:00:00,0.636475968
2020-01-08 14:15:00,0.630420754
2020-01-08 14:30:00,0.624344944
2020-01-08 14:45:00,0.618249499
2020-01-08 15:00:00,0.612135381
2020-01-08 15:15:00,0.606003555
2020-01-08 15:30:00,0.599854991
2020-01-08 15:45:00,0.593690658
